ElapsedTime,Action,X,Y
36.02,Moved,1265,600
36.021,Moved,1268,603
36.022,Moved,1272,606
36.023,Moved,1276,610
36.023,Moved,1280,614
36.025,Moved,1285,618
36.025,Moved,1289,622
36.026,Moved,1294,626
36.027,Moved,1299,630
36.029,Moved,1304,634
36.029,Moved,1309,638
36.03,Moved,1313,641
36.031,Moved,1318,645
36.032,Moved,1323,649
36.033,Moved,1328,654
36.034,Moved,1334,658
36.035,Moved,1340,662
36.036,Moved,1345,666
36.037,Moved,1351,671
36.038,Moved,1357,675
36.039,Moved,1363,679
36.041,Moved,1368,682
36.041,Moved,1374,687
36.042,Moved,1380,691
36.043,Moved,1387,695
36.044,Moved,1393,699
36.045,Moved,1400,703
36.047,Moved,1406,708
36.047,Moved,1413,712
36.048,Moved,1420,716
36.049,Moved,1427,720
36.05,Moved,1432,723
36.051,Moved,1439,727
36.052,Moved,1447,732
36.053,Moved,1454,736
36.054,Moved,1461,740
36.055,Moved,1469,744
36.056,Moved,1476,748
36.057,Moved,1484,753
36.058,Moved,1491,757
36.059,Moved,1499,761
36.06,Moved,1505,764
36.061,Moved,1513,768
36.062,Moved,1521,772
36.063,Moved,1529,776
36.064,Moved,1537,779
36.065,Moved,1545,783
36.066,Moved,1553,787
36.067,Moved,1561,791
36.068,Moved,1570,795
36.069,Moved,1578,798
36.07,Moved,1584,801
36.071,Moved,1592,804
36.072,Moved,1600,808
36.073,Moved,1608,811
36.074,Moved,1617,815
36.075,Moved,1625,818
36.076,Moved,1633,822
36.077,Moved,1641,825
36.078,Moved,1649,829
36.079,Moved,1657,832
36.08,Moved,1663,835
36.081,Moved,1671,838
36.082,Moved,1678,842
36.083,Moved,1686,845
36.084,Moved,1694,848
36.085,Moved,1702,852
36.086,Moved,1709,855
36.087,Moved,1717,858
36.088,Moved,1724,861
36.089,Moved,1732,864
36.091,Moved,1737,867
36.091,Moved,1745,870
36.092,Moved,1752,873
36.093,Moved,1759,876
36.094,Moved,1767,879
36.095,Moved,1774,881
36.096,Moved,1781,884
36.097,Moved,1789,887
36.098,Moved,1796,890
36.099,Moved,1803,892
36.1,Moved,1809,894
36.101,Moved,1816,896
36.102,Moved,1823,899
36.103,Moved,1830,901
36.104,Moved,1837,904
36.105,Moved,1844,906
36.106,Moved,1851,908
36.107,Moved,1858,910
36.108,Moved,1865,913
36.109,Moved,1872,915
36.11,Moved,1877,916
36.111,Moved,1883,918
36.112,Moved,1890,920
36.113,Moved,1897,921
36.114,Moved,1903,923
36.115,Moved,1909,925
36.116,Moved,1916,926
36.117,Moved,1922,928
36.118,Moved,1928,929
36.119,Moved,1933,930
36.12,Moved,1938,931
36.121,Moved,1943,932
36.122,Moved,1949,934
36.123,Moved,1954,935
36.124,Moved,1960,935
36.125,Moved,1965,936
36.126,Moved,1970,937
36.127,Moved,1975,938
36.128,Moved,1979,938
36.129,Moved,1984,939
36.13,Moved,1987,939
36.131,Moved,1992,940
36.132,Moved,1996,940
36.133,Moved,2000,940
36.134,Moved,2004,940
36.135,Moved,2008,940
36.136,Moved,2011,940
36.137,Moved,2015,940
36.138,Moved,2019,940
36.139,Moved,2022,940
36.14,Moved,2024,940
36.141,Moved,2027,940
36.142,Moved,2030,940
36.143,Moved,2033,939
36.144,Moved,2035,939
36.145,Moved,2038,938
36.146,Moved,2040,938
36.147,Moved,2042,937
36.148,Moved,2044,936
36.149,Moved,2045,936
36.15,Moved,2046,935
36.151,Moved,2048,934
36.152,Moved,2050,933
36.153,Moved,2051,932
36.154,Moved,2051,931
36.155,Moved,2052,930
36.156,Moved,2054,930
36.164,Moved,2054,929
36.174,Moved,2053,927
36.175,Moved,2053,928
36.176,Moved,2056,931
36.177,Moved,2052,929
36.178,Moved,2054,929
36.279,Moved,2054,930
36.28,Moved,2054,929
36.282,Moved,2054,930
36.283,Moved,2053,928
36.284,Moved,2052,928
36.285,Moved,2053,931
36.286,Moved,2054,934
36.287,Moved,2053,934
36.288,Moved,2046,934
36.289,Moved,2042,934
36.29,Moved,2037,934
36.291,Moved,2032,934
36.292,Moved,2029,935
36.298,Moved,2028,935
36.299,Moved,2028,936
36.3,Moved,2029,940
36.301,Moved,2027,939
36.302,Moved,2024,939
36.303,Moved,2018,939
36.304,Moved,2015,939
36.305,Moved,2012,939
36.306,Moved,2006,939
36.307,Moved,2002,939
36.308,Moved,1998,939
36.309,Moved,1994,940
36.31,Moved,1992,940
36.311,Moved,1988,940
