ElapsedTime,Action,X,Y
129.438,Moved,1991,884
129.439,Moved,1988,883
129.44,Moved,1985,882
129.441,Moved,1982,882
129.442,Moved,1979,881
129.443,Moved,1975,880
129.444,Moved,1972,879
129.445,Moved,1969,878
129.446,Moved,1966,877
129.447,Moved,1963,876
129.448,Moved,1960,875
129.449,Moved,1956,874
129.45,Moved,1953,873
129.451,Moved,1950,872
129.452,Moved,1946,871
129.453,Moved,1943,871
129.454,Moved,1940,870
129.455,Moved,1937,869
129.456,Moved,1934,868
129.457,Moved,1930,867
129.458,Moved,1927,866
129.459,Moved,1923,865
129.46,Moved,1920,864
129.461,Moved,1917,864
129.462,Moved,1913,863
129.463,Moved,1911,862
129.464,Moved,1907,861
129.465,Moved,1904,860
129.466,Moved,1900,859
129.467,Moved,1897,859
129.468,Moved,1894,858
129.469,Moved,1890,857
129.47,Moved,1887,856
129.471,Moved,1883,855
129.472,Moved,1881,855
129.473,Moved,1878,854
129.474,Moved,1874,853
129.475,Moved,1871,852
129.476,Moved,1867,851
129.477,Moved,1864,850
129.478,Moved,1861,850
129.479,Moved,1857,849
129.48,Moved,1855,848
129.481,Moved,1852,847
129.482,Moved,1848,847
129.483,Moved,1845,846
129.484,Moved,1842,845
129.485,Moved,1838,844
129.486,Moved,1835,843
129.487,Moved,1832,842
129.488,Moved,1829,842
129.489,Moved,1826,841
129.49,Moved,1823,840
129.491,Moved,1820,839
129.492,Moved,1817,839
129.493,Moved,1814,838
129.494,Moved,1810,837
129.495,Moved,1807,836
129.496,Moved,1805,836
129.497,Moved,1802,835
129.498,Moved,1799,834
129.499,Moved,1796,833
129.5,Moved,1793,832
129.501,Moved,1790,832
129.502,Moved,1787,831
129.503,Moved,1784,830
129.504,Moved,1782,829
129.505,Moved,1779,829
129.506,Moved,1776,828
129.508,Moved,1773,827
129.509,Moved,1770,826
129.51,Moved,1767,826
129.511,Moved,1764,825
129.512,Moved,1761,824
129.513,Moved,1759,823
129.514,Moved,1756,822
129.515,Moved,1754,822
129.516,Moved,1751,821
129.517,Moved,1748,820
129.518,Moved,1746,819
129.519,Moved,1743,819
129.52,Moved,1740,818
129.521,Moved,1737,817
129.522,Moved,1736,816
129.523,Moved,1733,816
129.524,Moved,1730,815
129.525,Moved,1728,814
129.526,Moved,1725,813
129.527,Moved,1723,812
129.528,Moved,1720,811
129.529,Moved,1717,811
129.53,Moved,1716,810
129.531,Moved,1713,809
129.532,Moved,1711,809
129.533,Moved,1708,808
129.534,Moved,1706,807
129.535,Moved,1703,806
129.536,Moved,1701,805
129.537,Moved,1698,805
129.538,Moved,1697,804
129.539,Moved,1694,803
129.54,Moved,1692,803
129.541,Moved,1690,802
129.542,Moved,1687,801
129.543,Moved,1685,801
129.544,Moved,1682,800
129.545,Moved,1680,799
129.546,Moved,1678,798
129.547,Moved,1676,798
129.548,Moved,1674,797
129.549,Moved,1671,796
129.55,Moved,1669,795
129.551,Moved,1667,795
129.552,Moved,1665,794
129.553,Moved,1663,793
129.554,Moved,1661,793
129.555,Moved,1659,792
129.556,Moved,1656,791
129.557,Moved,1654,790
129.558,Moved,1652,790
129.559,Moved,1650,789
129.56,Moved,1648,788
129.561,Moved,1646,788
129.562,Moved,1644,787
129.563,Moved,1642,786
129.564,Moved,1640,786
129.565,Moved,1638,785
129.566,Moved,1636,784
129.567,Moved,1634,783
129.568,Moved,1632,783
129.569,Moved,1630,782
129.57,Moved,1628,781
129.571,Moved,1626,781
129.572,Moved,1624,780
129.573,Moved,1623,779
129.574,Moved,1621,779
129.575,Moved,1619,778
129.576,Moved,1617,777
129.577,Moved,1615,777
129.578,Moved,1613,776
129.579,Moved,1612,776
129.58,Moved,1610,775
129.581,Moved,1608,774
129.582,Moved,1607,773
129.583,Moved,1605,773
129.584,Moved,1603,772
129.585,Moved,1602,771
129.586,Moved,1600,771
129.587,Moved,1599,770
129.588,Moved,1597,770
129.589,Moved,1595,769
129.59,Moved,1594,768
129.591,Moved,1592,768
129.592,Moved,1591,767
129.593,Moved,1589,767
129.594,Moved,1588,766
129.595,Moved,1587,765
129.596,Moved,1585,765
129.597,Moved,1584,764
129.598,Moved,1582,764
129.599,Moved,1581,763
129.6,Moved,1579,763
129.601,Moved,1578,762
