ElapsedTime,Action,X,Y
88.524,Moved,1403,762
88.527,Moved,1402,762
88.528,Moved,1402,761
88.53,Moved,1401,761
88.531,Moved,1401,760
88.534,Moved,1400,760
88.535,Moved,1400,759
88.537,Moved,1399,759
88.538,Moved,1399,758
88.541,Moved,1398,758
88.542,Moved,1398,757
88.543,Moved,1397,757
88.544,Moved,1397,756
88.546,Moved,1396,756
88.547,Moved,1396,755
88.549,Moved,1395,755
88.55,Moved,1395,754
88.552,Moved,1394,754
88.555,Moved,1394,753
88.555,Moved,1393,753
88.557,Moved,1393,752
88.558,Moved,1392,752
88.56,Moved,1392,751
88.561,Moved,1391,751
88.562,Moved,1391,750
88.564,Moved,1390,750
88.566,Moved,1390,749
88.568,Moved,1389,749
88.569,Moved,1389,748
88.571,Moved,1388,748
88.572,Moved,1388,747
88.574,Moved,1387,747
88.575,Moved,1387,746
88.578,Moved,1386,746
88.58,Moved,1385,745
88.581,Moved,1384,745
88.583,Moved,1384,744
88.586,Moved,1383,744
88.587,Moved,1383,743
88.59,Moved,1382,743
88.591,Moved,1382,742
88.594,Moved,1381,742
88.595,Moved,1380,742
88.598,Moved,1380,741
88.601,Moved,1379,741
88.603,Moved,1379,740
88.607,Moved,1378,740
88.608,Moved,1377,740
88.613,Moved,1377,739
88.619,Moved,1376,739
88.62,Moved,1376,738
88.787,Moved,1375,738
88.791,Moved,1375,737
88.792,Moved,1374,737
88.795,Moved,1374,736
88.798,Moved,1374,735
88.8,Moved,1373,734
88.803,Moved,1373,733
88.805,Moved,1373,732
88.807,Moved,1372,731
88.809,Moved,1372,730
88.81,Moved,1372,729
88.811,Moved,1371,729
88.812,Moved,1371,728
88.814,Moved,1371,727
88.815,Moved,1371,726
88.816,Moved,1370,726
88.818,Moved,1370,725
88.819,Moved,1370,724
88.821,Moved,1369,723
88.822,Moved,1369,722
88.823,Moved,1369,721
88.824,Moved,1368,721
88.826,Moved,1368,720
88.827,Moved,1368,719
88.829,Moved,1367,718
88.83,Moved,1367,717
88.831,Moved,1367,716
88.832,Moved,1366,716
88.833,Moved,1366,715
88.834,Moved,1366,714
88.835,Moved,1366,713
88.836,Moved,1365,713
88.837,Moved,1365,712
88.838,Moved,1365,711
88.839,Moved,1364,710
88.841,Moved,1364,709
88.842,Moved,1364,708
88.843,Moved,1363,708
88.844,Moved,1363,707
88.845,Moved,1363,706
88.846,Moved,1363,705
88.847,Moved,1362,705
88.848,Moved,1362,704
88.849,Moved,1362,703
88.85,Moved,1362,702
88.851,Moved,1361,702
88.852,Moved,1361,701
88.853,Moved,1361,700
88.854,Moved,1360,699
88.855,Moved,1360,698
88.856,Moved,1360,697
88.857,Moved,1359,696
88.858,Moved,1359,695
88.859,Moved,1359,694
88.86,Moved,1358,694
88.861,Moved,1358,693
88.862,Moved,1358,692
88.863,Moved,1357,691
88.864,Moved,1357,690
88.865,Moved,1357,689
88.866,Moved,1356,689
88.867,Moved,1356,688
88.868,Moved,1356,687
88.869,Moved,1356,686
88.87,Moved,1355,685
88.871,Moved,1355,684
88.872,Moved,1355,683
88.873,Moved,1354,683
88.874,Moved,1354,682
88.875,Moved,1354,681
88.876,Moved,1353,680
88.877,Moved,1353,679
88.878,Moved,1353,678
88.879,Moved,1352,677
88.88,Moved,1352,676
88.881,Moved,1352,675
88.882,Moved,1351,675
88.883,Moved,1351,674
88.884,Moved,1351,673
88.885,Moved,1350,672
88.886,Moved,1350,671
88.887,Moved,1350,670
88.888,Moved,1350,669
88.889,Moved,1349,669
88.89,Moved,1349,668
88.891,Moved,1349,667
88.892,Moved,1349,666
88.893,Moved,1348,666
88.894,Moved,1348,665
88.895,Moved,1348,664
88.896,Moved,1347,663
88.897,Moved,1347,662
88.898,Moved,1347,661
88.899,Moved,1347,660
88.9,Moved,1346,659
88.901,Moved,1346,658
88.902,Moved,1346,657
88.903,Moved,1346,656
88.904,Moved,1345,656
88.905,Moved,1345,655
88.907,Moved,1345,654
88.908,Moved,1345,653
88.909,Moved,1344,652
88.91,Moved,1344,651
88.912,Moved,1344,650
88.913,Moved,1344,649
88.914,Moved,1344,648
88.915,Moved,1343,648
88.916,Moved,1343,647
88.918,Moved,1343,646
88.919,Moved,1343,645
88.921,Moved,1343,644
88.922,Moved,1342,643
88.924,Moved,1342,642
88.926,Moved,1342,641
88.928,Moved,1342,640
88.93,Moved,1342,639
88.932,Moved,1342,638
88.933,Moved,1342,637
88.934,Moved,1341,637
88.936,Moved,1341,636
88.939,Moved,1341,635
88.942,Moved,1341,634
88.946,Moved,1341,633
88.954,Moved,1341,632
88.964,PressedLeft,1341,631
89.101,Moved,1341,631
89.107,Moved,1341,632
89.11,Moved,1341,633
89.114,Moved,1341,634
89.116,Moved,1341,635
89.118,Moved,1341,636
89.119,Moved,1341,637
89.121,Moved,1342,637
89.123,Moved,1342,638
89.125,Moved,1342,639
89.127,Moved,1343,640
89.128,Moved,1343,641
89.129,Moved,1343,642
89.13,Moved,1344,642
89.131,Moved,1344,643
89.133,Moved,1344,644
89.134,Moved,1345,644
89.135,Moved,1345,645
89.136,Moved,1345,646
89.138,Moved,1346,647
89.139,Moved,1346,648
89.141,Moved,1347,649
89.142,Moved,1347,650
89.144,Moved,1348,651
89.145,Moved,1348,652
89.146,Moved,1349,652
89.147,Moved,1349,653
89.148,Moved,1349,654
89.149,Moved,1350,654
89.151,Moved,1350,655
89.152,Moved,1351,656
89.153,Moved,1351,657
89.154,Moved,1352,657
89.156,Moved,1352,658
89.157,Moved,1353,659
89.158,Moved,1353,660
89.159,Moved,1354,660
89.161,Moved,1354,661
89.163,Moved,1355,662
89.164,Moved,1355,663
89.165,Moved,1356,663
89.166,Moved,1356,664
89.167,Moved,1356,665
89.168,Moved,1357,665
89.169,Moved,1357,666
89.17,Moved,1358,666
89.172,Moved,1358,667
89.173,Moved,1359,667
89.175,Moved,1359,668
89.176,Moved,1359,669
89.177,Moved,1360,669
89.179,Moved,1360,670
89.18,Moved,1361,670
89.182,Moved,1361,671
89.183,Moved,1361,672
89.184,Moved,1362,672
89.186,Moved,1362,673
89.187,Moved,1362,674
89.189,Moved,1363,674
89.191,Moved,1363,675
89.194,Moved,1364,676
89.197,Moved,1364,677
89.199,Moved,1365,678
89.202,Moved,1365,679
89.203,Moved,1365,680
89.204,Moved,1366,680
89.207,Moved,1366,681
89.208,Moved,1366,682
89.21,Moved,1367,682
89.212,Moved,1367,683
89.213,Moved,1367,684
89.214,Moved,1368,684
89.216,Moved,1368,685
89.219,Moved,1368,686
89.22,Moved,1368,687
89.221,Moved,1369,687
89.223,Moved,1369,688
89.225,Moved,1369,689
89.226,Moved,1369,690
89.228,Moved,1370,690
89.23,Moved,1370,691
89.232,Moved,1370,692
89.234,Moved,1370,693
89.235,Moved,1371,693
89.238,Moved,1371,694
89.24,Moved,1371,695
89.242,Moved,1371,696
89.243,Moved,1372,696
89.245,Moved,1372,697
89.248,Moved,1372,698
89.251,Moved,1372,699
89.253,Moved,1372,700
89.254,Moved,1373,700
89.256,Moved,1373,701
89.259,Moved,1373,702
89.262,Moved,1373,703
89.265,Moved,1373,704
89.269,Moved,1374,705
89.272,Moved,1374,706
89.277,Moved,1374,707
89.283,Moved,1374,708
89.284,Moved,1374,709
89.292,Moved,1375,709
92.218,Moved,1375,710
92.225,Moved,1375,709
92.646,Moved,1375,708
92.656,Moved,1374,708
92.659,Moved,1373,708
92.662,Moved,1373,709
92.664,Moved,1372,709
92.666,Moved,1372,710
92.668,Moved,1371,710
92.67,Moved,1371,711
92.672,Moved,1370,711
92.674,Moved,1370,712
92.676,Moved,1369,712
92.678,Moved,1369,713
92.68,Moved,1368,713
92.681,Moved,1368,714
92.684,Moved,1367,714
92.688,Moved,1366,715
92.689,Moved,1365,715
92.69,Moved,1365,716
92.693,Moved,1364,716
92.694,Moved,1364,717
92.696,Moved,1363,717
92.697,Moved,1362,717
92.699,Moved,1362,718
92.701,Moved,1361,718
92.702,Moved,1361,719
92.705,Moved,1360,719
92.707,Moved,1359,720
92.709,Moved,1358,720
92.71,Moved,1358,721
92.713,Moved,1357,721
92.714,Moved,1357,722
92.715,Moved,1356,722
92.716,Moved,1355,722
92.718,Moved,1355,723
92.72,Moved,1354,723
92.721,Moved,1354,724
92.723,Moved,1353,724
92.724,Moved,1352,724
92.725,Moved,1352,725
92.727,Moved,1351,725
92.728,Moved,1351,726
92.73,Moved,1350,726
92.731,Moved,1349,726
92.732,Moved,1349,727
92.734,Moved,1348,727
92.735,Moved,1348,728
92.736,Moved,1347,728
92.738,Moved,1346,728
92.739,Moved,1346,729
92.741,Moved,1345,729
92.743,Moved,1344,729
92.744,Moved,1344,730
92.745,Moved,1343,730
92.747,Moved,1342,730
92.748,Moved,1342,731
92.75,Moved,1341,731
92.752,Moved,1340,731
92.753,Moved,1340,732
92.755,Moved,1339,732
92.757,Moved,1338,732
92.758,Moved,1337,732
92.759,Moved,1337,733
92.762,Moved,1336,733
92.765,Moved,1335,733
92.768,Moved,1334,734
92.771,Moved,1333,734
92.774,Moved,1332,734
92.775,Moved,1331,734
92.778,Moved,1331,735
92.783,Moved,1330,735
92.785,Moved,1329,735
92.789,Moved,1329,736
92.796,Moved,1328,736
92.799,Moved,1327,736
