ElapsedTime,Action,X,Y
19.013,Moved,2526,1248
19.014,Moved,2525,1247
19.016,Moved,2525,1246
19.017,Moved,2525,1245
19.019,Moved,2525,1244
19.02,Moved,2524,1243
19.022,Moved,2524,1242
19.024,Moved,2524,1241
19.025,Moved,2524,1240
19.026,Moved,2524,1239
19.027,Moved,2523,1239
19.029,Moved,2523,1238
19.031,Moved,2523,1237
19.033,Moved,2523,1236
19.036,Moved,2523,1235
19.038,Moved,2522,1234
19.041,Moved,2522,1233
19.044,Moved,2522,1232
19.047,Moved,2522,1231
19.051,Moved,2522,1230
19.053,Moved,2522,1229
19.054,Moved,2521,1229
19.057,Moved,2521,1228
19.06,Moved,2521,1227
19.063,Moved,2521,1226
19.068,Moved,2521,1225
19.101,PressedLeft,2521,1224
19.184,Moved,2521,1224
19.191,Moved,2520,1224
19.196,Moved,2519,1224
19.2,Moved,2518,1224
19.201,Moved,2517,1224
19.203,Moved,2517,1223
19.205,Moved,2516,1223
19.207,Moved,2515,1223
19.209,Moved,2514,1223
19.211,Moved,2513,1223
19.213,Moved,2512,1223
19.215,Moved,2511,1223
19.217,Moved,2510,1223
19.219,Moved,2509,1223
19.22,Moved,2508,1223
19.221,Moved,2507,1223
19.223,Moved,2506,1223
19.224,Moved,2505,1223
19.226,Moved,2504,1223
19.227,Moved,2503,1223
19.229,Moved,2502,1223
19.23,Moved,2501,1223
19.232,Moved,2500,1223
19.233,Moved,2499,1223
19.234,Moved,2498,1223
19.235,Moved,2497,1223
19.237,Moved,2496,1223
19.238,Moved,2495,1223
19.24,Moved,2494,1223
19.242,Moved,2493,1223
19.243,Moved,2492,1223
19.245,Moved,2491,1223
19.246,Moved,2490,1223
19.248,Moved,2489,1223
19.249,Moved,2488,1223
19.25,Moved,2488,1224
19.251,Moved,2487,1224
19.253,Moved,2486,1224
19.254,Moved,2485,1224
19.256,Moved,2484,1224
19.258,Moved,2483,1224
19.259,Moved,2482,1224
19.262,Moved,2481,1224
19.264,Moved,2480,1224
19.265,Moved,2479,1224
19.266,Moved,2479,1225
19.269,Moved,2478,1225
19.272,Moved,2477,1225
19.276,Moved,2476,1225
19.304,PressedLeft,2475,1225
19.395,Moved,2475,1225
19.401,Moved,2474,1225
19.404,Moved,2473,1225
19.405,Moved,2472,1225
19.407,Moved,2472,1226
19.409,Moved,2471,1226
19.411,Moved,2470,1226
19.413,Moved,2469,1226
19.415,Moved,2468,1226
19.417,Moved,2467,1226
