ElapsedTime,Action,X,Y
115.966,Moved,1409,893
115.97,Moved,1408,893
115.974,Moved,1407,893
115.979,Moved,1406,893
115.982,Moved,1405,893
115.984,Moved,1405,894
115.99,Moved,1404,894
115.997,Moved,1403,894
116.004,Moved,1402,894
116.011,Moved,1401,894
116.016,Moved,1400,894
116.022,Moved,1399,894
116.026,Moved,1398,894
116.033,Moved,1397,894
116.037,Moved,1396,894
116.044,Moved,1395,894
116.051,Moved,1394,894
116.053,Moved,1393,894
116.058,Moved,1393,895
116.062,Moved,1392,895
116.063,Moved,1391,895
116.068,Moved,1391,896
116.075,Moved,1390,896
116.101,Moved,1389,896
116.105,Moved,1389,895
116.106,Moved,1390,895
116.111,Moved,1390,894
116.116,Moved,1391,893
116.119,Moved,1392,892
116.12,Moved,1393,892
116.122,Moved,1393,891
116.124,Moved,1393,890
116.127,Moved,1394,890
116.128,Moved,1394,889
116.13,Moved,1395,889
116.131,Moved,1396,889
116.132,Moved,1399,890
116.135,Moved,1398,890
116.136,Moved,1399,890
116.137,Moved,1399,889
116.139,Moved,1400,889
116.14,Moved,1401,889
116.142,Moved,1402,889
116.143,Moved,1402,888
116.144,Moved,1403,888
116.146,Moved,1404,888
116.148,Moved,1405,888
116.149,Moved,1406,888
116.151,Moved,1407,888
116.152,Moved,1409,888
116.153,Moved,1409,889
116.154,Moved,1409,888
116.155,Moved,1411,887
116.156,Moved,1412,887
116.157,Moved,1412,886
116.159,Moved,1414,885
116.16,Moved,1415,885
116.163,Moved,1416,885
116.164,Moved,1418,884
116.166,Moved,1420,884
116.181,Moved,1421,884
116.186,Moved,1425,885
116.187,Moved,1429,885
116.188,Moved,1428,885
116.341,Moved,1427,885
116.355,Moved,1427,886
116.356,Moved,1427,885
116.357,Moved,1428,885
116.36,Moved,1427,885
116.362,Moved,1428,885
116.363,Moved,1429,885
116.376,Moved,1425,883
116.383,Moved,1424,883
116.384,Moved,1424,884
116.387,Moved,1423,884
116.389,Moved,1423,885
116.395,Moved,1422,885
116.396,Moved,1422,886
116.414,Moved,1422,887
116.416,Moved,1422,888
116.42,Moved,1423,888
116.422,Moved,1424,888
116.424,Moved,1424,889
116.426,Moved,1425,889
116.431,Moved,1426,889
116.434,Moved,1427,889
116.438,Moved,1428,890
116.441,Moved,1429,891
116.443,Moved,1430,892
116.447,Moved,1431,893
116.448,Moved,1431,894
116.45,Moved,1432,894
116.451,Moved,1432,895
116.453,Moved,1433,895
116.456,Moved,1433,896
116.457,Moved,1434,896
116.459,Moved,1434,897
116.462,Moved,1434,898
116.467,Moved,1434,899
116.471,Moved,1434,900
116.486,Moved,1434,901
116.492,Moved,1434,900
116.495,Moved,1433,900
116.5,Moved,1433,899
116.503,Moved,1433,898
116.504,Moved,1432,898
116.507,Moved,1432,897
116.512,Moved,1431,896
116.514,Moved,1431,895
116.517,Moved,1430,894
116.52,Moved,1430,893
116.523,Moved,1430,892
116.526,Moved,1430,891
116.528,Moved,1430,890
116.529,Moved,1429,890
116.532,Moved,1429,889
116.534,Moved,1429,888
116.537,Moved,1429,887
116.54,Moved,1428,886
116.543,Moved,1428,885
116.546,Moved,1428,884
116.55,Moved,1428,883
116.554,Moved,1427,882
116.557,Moved,1427,881
116.561,Moved,1427,880
116.566,Moved,1427,879
116.571,Moved,1427,878
116.576,Moved,1427,877
116.577,Moved,1427,876
116.582,Moved,1428,876
116.583,Moved,1428,875
116.586,Moved,1429,875
116.587,Moved,1429,874
116.59,Moved,1430,874
116.591,Moved,1430,873
116.595,Moved,1431,873
116.598,Moved,1432,872
116.599,Moved,1433,872
116.6,Moved,1433,871
116.602,Moved,1434,871
116.603,Moved,1434,870
116.605,Moved,1435,870
116.606,Moved,1436,870
116.607,Moved,1436,869
116.609,Moved,1437,869
116.612,Moved,1438,868
116.613,Moved,1439,868
116.614,Moved,1439,867
116.616,Moved,1440,867
116.617,Moved,1441,867
116.618,Moved,1441,866
116.619,Moved,1442,866
116.62,Moved,1443,866
116.622,Moved,1443,865
116.623,Moved,1444,865
116.624,Moved,1445,865
116.625,Moved,1445,864
116.627,Moved,1446,864
116.628,Moved,1447,864
116.629,Moved,1447,863
116.63,Moved,1448,863
116.631,Moved,1449,863
116.633,Moved,1449,862
116.634,Moved,1450,862
116.635,Moved,1451,862
116.636,Moved,1451,861
116.637,Moved,1452,861
116.639,Moved,1453,861
116.64,Moved,1454,861
116.641,Moved,1454,860
116.642,Moved,1455,860
116.643,Moved,1456,860
116.644,Moved,1456,859
116.645,Moved,1457,859
116.647,Moved,1458,859
116.648,Moved,1458,858
116.649,Moved,1459,858
116.651,Moved,1460,858
116.652,Moved,1461,857
116.654,Moved,1462,857
116.655,Moved,1463,857
116.656,Moved,1463,856
116.657,Moved,1464,856
116.66,Moved,1465,856
116.661,Moved,1466,856
116.662,Moved,1466,855
116.664,Moved,1467,855
116.665,Moved,1468,855
116.666,Moved,1468,854
116.668,Moved,1469,854
116.67,Moved,1470,854
116.671,Moved,1471,854
116.674,Moved,1471,853
116.677,Moved,1472,853
116.679,Moved,1473,853
116.68,Moved,1473,852
116.685,Moved,1474,852
116.696,Moved,1475,852
116.772,Moved,1476,852
116.777,Moved,1475,852
116.781,Moved,1474,852
116.783,Moved,1473,852
116.786,Moved,1472,852
116.788,Moved,1471,852
116.79,Moved,1470,852
116.792,Moved,1469,852
116.794,Moved,1468,852
116.795,Moved,1467,852
116.797,Moved,1466,852
116.798,Moved,1465,852
116.799,Moved,1464,852
116.8,Moved,1464,851
116.801,Moved,1463,851
116.802,Moved,1462,851
116.803,Moved,1461,851
116.804,Moved,1461,850
116.805,Moved,1460,850
116.806,Moved,1459,850
