ElapsedTime 	Action 	 X	Y
0.233	Moved	2817	454
0.235	Moved	2816	454
0.237	Moved	2815	454
0.239	Moved	2814	454
0.24	Moved	2813	454
0.242	Moved	2812	454
0.243	Moved	2811	454
0.244	Moved	2810	454
0.245	Moved	2809	454
0.246	Moved	2808	454
0.247	Moved	2807	454
0.248	Moved	2806	454
0.249	Moved	2805	454
0.25	Moved	2804	454
0.251	Moved	2803	454
0.252	Moved	2802	454
0.253	Moved	2800	454
0.254	Moved	2798	454
0.255	Moved	2796	454
0.256	Moved	2795	454
0.257	Moved	2793	453
0.258	Moved	2790	453
0.259	Moved	2788	453
0.26	Moved	2786	453
0.261	Moved	2784	453
0.262	Moved	2782	453
0.263	Moved	2779	453
0.278	Moved	2777	452
0.278	Moved	2731	450
0.279	Moved	2727	449
0.28	Moved	2723	449
0.281	Moved	2720	449
0.282	Moved	2716	449
0.284	Moved	2712	449
0.285	Moved	2708	448
0.286	Moved	2703	448
0.287	Moved	2699	448
0.288	Moved	2694	448
0.289	Moved	2690	447
0.29	Moved	2685	447
0.291	Moved	2680	447
0.292	Moved	2677	447
0.293	Moved	2672	446
0.294	Moved	2667	446
0.295	Moved	2662	446
0.296	Moved	2656	446
0.297	Moved	2651	446
0.298	Moved	2646	446
0.299	Moved	2640	445
0.3	Moved	2635	445
0.301	Moved	2629	445
0.302	Moved	2625	445
0.303	Moved	2619	445
0.304	Moved	2613	445
0.305	Moved	2607	445
0.306	Moved	2601	445
0.307	Moved	2595	445
0.308	Moved	2589	444
0.309	Moved	2583	444
0.31	Moved	2576	444
0.311	Moved	2570	444
0.312	Moved	2565	444
0.313	Moved	2558	444
0.314	Moved	2551	444
0.315	Moved	2545	444
0.316	Moved	2538	444
0.317	Moved	2531	444
0.318	Moved	2524	444
0.319	Moved	2517	444
0.32	Moved	2509	444
0.321	Moved	2504	444
0.322	Moved	2496	444
0.323	Moved	2489	444
0.324	Moved	2481	444
0.325	Moved	2474	444
0.326	Moved	2466	444
0.327	Moved	2459	444
0.328	Moved	2451	444
0.329	Moved	2443	444
0.33	Moved	2435	444
0.331	Moved	2429	444
0.332	Moved	2421	444
0.333	Moved	2413	445
0.334	Moved	2405	445
0.335	Moved	2397	445
0.336	Moved	2388	445
0.337	Moved	2380	446
0.338	Moved	2372	446
0.339	Moved	2364	446
0.34	Moved	2355	446
0.341	Moved	2347	446
0.342	Moved	2340	447
0.343	Moved	2332	447
0.344	Moved	2323	447
0.345	Moved	2315	448
0.346	Moved	2306	448
0.347	Moved	2298	449
0.348	Moved	2289	449
0.349	Moved	2280	450
0.35	Moved	2272	450
0.351	Moved	2265	451
0.352	Moved	2256	451
0.353	Moved	2248	452
0.354	Moved	2239	453
0.355	Moved	2231	454
0.356	Moved	2222	454
0.357	Moved	2213	455
0.358	Moved	2204	456
0.359	Moved	2196	456
0.36	Moved	2187	457
0.361	Moved	2180	458
0.362	Moved	2171	459
0.363	Moved	2163	460
0.364	Moved	2154	461
0.365	Moved	2145	462
0.366	Moved	2137	463
0.367	Moved	2128	463
0.368	Moved	2120	464
0.369	Moved	2111	465
0.37	Moved	2103	466
0.371	Moved	2096	467
0.372	Moved	2088	468
0.373	Moved	2079	469
0.374	Moved	2070	470
0.375	Moved	2062	471
0.376	Moved	2054	472
0.377	Moved	2045	473
0.378	Moved	2037	474
0.379	Moved	2029	475
0.38	Moved	2021	476
0.381	Moved	2015	477
0.382	Moved	2006	478
0.383	Moved	1998	479
0.384	Moved	1990	480
0.385	Moved	1983	481
0.386	Moved	1975	482
0.387	Moved	1967	483
0.388	Moved	1959	485
0.389	Moved	1951	486
0.39	Moved	1943	487
0.391	Moved	1938	487
0.392	Moved	1930	488
0.393	Moved	1923	490
0.394	Moved	1915	491
0.395	Moved	1908	492
0.396	Moved	1901	493
0.397	Moved	1894	494
0.398	Moved	1887	495
0.399	Moved	1880	495
0.4	Moved	1875	496
0.401	Moved	1868	497
0.402	Moved	1861	498
0.403	Moved	1854	499
0.404	Moved	1848	500
0.405	Moved	1841	501
0.406	Moved	1835	502
0.407	Moved	1829	503
0.408	Moved	1822	504
0.409	Moved	1816	505
0.41	Moved	1810	505
0.411	Moved	1806	506
0.412	Moved	1800	507
0.413	Moved	1794	508
0.414	Moved	1788	508
0.415	Moved	1783	509
0.416	Moved	1777	510
0.417	Moved	1772	510
0.418	Moved	1766	511
0.419	Moved	1761	512
0.42	Moved	1757	512
0.421	Moved	1752	513
0.422	Moved	1747	513
0.423	Moved	1742	514
0.424	Moved	1737	514
0.425	Moved	1733	515
0.426	Moved	1728	515
0.427	Moved	1723	516
0.428	Moved	1719	516
0.429	Moved	1715	517
0.43	Moved	1711	517
0.431	Moved	1707	517
0.432	Moved	1703	518
0.433	Moved	1699	518
0.434	Moved	1695	518
0.435	Moved	1691	519
0.436	Moved	1687	519
0.437	Moved	1684	519
0.438	Moved	1680	520
0.439	Moved	1676	520
0.44	Moved	1674	520
0.441	Moved	1671	520
0.442	Moved	1667	521
0.443	Moved	1664	521
0.444	Moved	1661	521
0.445	Moved	1658	521
0.446	Moved	1655	521
0.447	Moved	1652	522
0.448	Moved	1649	522
0.449	Moved	1647	522
0.45	Moved	1645	522
0.451	Moved	1642	522
0.452	Moved	1639	522
0.453	Moved	1637	522
0.454	Moved	1634	522
0.455	Moved	1632	523
0.456	Moved	1630	523
0.457	Moved	1628	523
0.458	Moved	1625	523
0.459	Moved	1624	523
0.46	Moved	1622	523
0.461	Moved	1620	523
0.462	Moved	1618	523
0.463	Moved	1616	523
0.464	Moved	1614	523
0.465	Moved	1612	523
0.466	Moved	1610	523
0.467	Moved	1608	523
0.468	Moved	1607	523
0.469	Moved	1605	523
0.47	Moved	1604	523
0.471	Moved	1602	523
0.472	Moved	1600	523
0.473	Moved	1599	523
0.474	Moved	1597	523
0.475	Moved	1596	523
0.476	Moved	1595	523
0.477	Moved	1593	523
0.478	Moved	1592	523
0.479	Moved	1591	523
0.48	Moved	1590	523
0.481	Moved	1589	523
0.482	Moved	1588	523
0.483	Moved	1586	523
0.484	Moved	1585	523
0.485	Moved	1584	523
0.486	Moved	1583	523
0.487	Moved	1582	523
0.488	Moved	1581	523
0.489	Moved	1580	523
0.49	Moved	1579	523
0.491	Moved	1578	523
0.492	Moved	1577	523
